No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,day_of_week,season,PM25_Category
82,2013,3,4,9,5.0,16.0,13.0,8.0,300.0,70.0,10.2,1017.6,-13.8,0.0,NW,3.8,Dingling,2013-03-04 09:00:00,0,Spring,Good
83,2013,3,4,10,8.0,17.0,13.0,7.0,300.0,74.0,11.4,1017.1,-14.4,0.0,NNW,4.2,Dingling,2013-03-04 10:00:00,0,Spring,Good
84,2013,3,4,11,7.0,11.0,6.0,4.0,300.0,80.0,12.7,1016.6,-15.1,0.0,NNW,4.4,Dingling,2013-03-04 11:00:00,0,Spring,Good
85,2013,3,4,12,5.0,6.0,5.0,3.0,200.0,84.0,14.6,1015.4,-14.6,0.0,NNW,3.5,Dingling,2013-03-04 12:00:00,0,Spring,Good
86,2013,3,4,13,10.0,7.0,6.0,4.0,300.0,86.0,15.1,1014.2,-15.2,0.0,NNW,3.4,Dingling,2013-03-04 13:00:00,0,Spring,Good
87,2013,3,4,14,13.0,11.0,10.0,6.0,300.0,88.0,16.1,1013.1,-16.9,0.0,NW,3.0,Dingling,2013-03-04 14:00:00,0,Spring,Good
88,2013,3,4,15,16.0,18.0,9.0,6.0,300.0,91.0,16.1,1012.5,-16.9,0.0,NW,2.3,Dingling,2013-03-04 15:00:00,0,Spring,Good
89,2013,3,4,16,18.0,20.0,6.0,6.0,300.0,90.0,14.8,1012.0,-14.4,0.0,SSW,3.3,Dingling,2013-03-04 16:00:00,0,Spring,Good
90,2013,3,4,17,18.0,16.0,5.0,5.0,300.0,92.0,12.9,1012.4,-14.0,0.0,SSW,2.6,Dingling,2013-03-04 17:00:00,0,Spring,Good
91,2013,3,4,18,10.0,10.0,12.0,30.0,600.0,79.0,11.3,1012.7,-13.7,0.0,SSW,1.2,Dingling,2013-03-04 18:00:00,0,Spring,Good
92,2013,3,4,19,39.0,80.0,19.0,46.0,800.0,63.0,8.7,1013.2,-12.5,0.0,ENE,0.5,Dingling,2013-03-04 19:00:00,0,Spring,Moderate
93,2013,3,4,20,41.0,80.0,18.0,44.0,900.0,49.0,5.9,1013.4,-11.7,0.0,ENE,0.2,Dingling,2013-03-04 20:00:00,0,Spring,Moderate
94,2013,3,4,21,60.0,74.0,18.0,38.0,800.0,50.0,4.9,1013.4,-11.7,0.0,ESE,0.8,Dingling,2013-03-04 21:00:00,0,Spring,Moderate
95,2013,3,4,22,50.0,71.0,22.0,38.0,1000.0,45.0,4.0,1013.2,-11.6,0.0,E,0.6,Dingling,2013-03-04 22:00:00,0,Spring,Moderate
96,2013,3,4,23,50.0,70.0,19.0,33.0,900.0,92.0,4.2,1012.6,-11.5,0.0,ESE,0.8,Dingling,2013-03-04 23:00:00,0,Spring,Moderate
97,2013,3,5,0,52.0,64.0,18.0,30.0,800.0,92.0,2.8,1012.1,-11.2,0.0,ENE,0.4,Dingling,2013-03-05 00:00:00,1,Spring,Moderate
98,2013,3,5,1,56.0,58.0,14.0,25.0,800.0,92.0,1.8,1011.7,-11.0,0.0,NNE,0.6,Dingling,2013-03-05 01:00:00,1,Spring,Moderate
99,2013,3,5,2,50.0,54.0,16.0,26.0,700.0,92.0,0.8,1011.4,-10.7,0.0,N,0.6,Dingling,2013-03-05 02:00:00,1,Spring,Moderate
100,2013,3,5,3,88.0,54.0,16.0,30.0,800.0,92.0,0.2,1011.0,-10.4,0.0,N,0.2,Dingling,2013-03-05 03:00:00,1,Spring,Unhealthy
101,2013,3,5,4,53.0,57.0,15.0,30.0,800.0,92.0,-0.1,1010.7,-10.1,0.0,N,0.8,Dingling,2013-03-05 04:00:00,1,Spring,Moderate
102,2013,3,5,5,46.0,55.0,13.0,23.0,700.0,92.0,-0.4,1010.9,-9.6,0.0,NNE,0.0,Dingling,2013-03-05 05:00:00,1,Spring,Moderate
103,2013,3,5,6,43.0,50.0,15.0,26.0,600.0,92.0,-1.0,1010.6,-9.4,0.0,NE,0.8,Dingling,2013-03-05 06:00:00,1,Spring,Moderate
104,2013,3,5,7,47.0,57.0,17.0,38.0,700.0,92.0,1.2,1010.4,-9.4,0.0,NE,0.0,Dingling,2013-03-05 07:00:00,1,Spring,Moderate
105,2013,3,5,8,52.0,64.0,16.0,33.0,700.0,92.0,6.0,1010.1,-10.7,0.0,SW,0.8,Dingling,2013-03-05 08:00:00,1,Spring,Moderate
106,2013,3,5,9,52.0,72.0,23.0,30.0,800.0,92.0,7.8,1009.5,-10.6,0.0,SW,1.0,Dingling,2013-03-05 09:00:00,1,Spring,Moderate
107,2013,3,5,10,69.0,90.0,30.0,46.0,1000.0,92.0,9.3,1008.7,-9.3,0.0,ESE,1.4,Dingling,2013-03-05 10:00:00,1,Spring,Moderate
108,2013,3,5,11,79.0,95.0,51.0,76.0,1300.0,92.0,11.0,1007.8,-9.4,0.0,SW,1.9,Dingling,2013-03-05 11:00:00,1,Spring,Unhealthy
109,2013,3,5,12,102.0,138.0,74.0,100.0,1600.0,30.0,12.1,1006.5,-9.0,0.0,ENE,0.4,Dingling,2013-03-05 12:00:00,1,Spring,Unhealthy
110,2013,3,5,13,126.0,164.0,55.0,70.0,1300.0,92.0,13.2,1005.1,-8.1,0.0,SSW,0.9,Dingling,2013-03-05 13:00:00,1,Spring,Very Unhealthy
111,2013,3,5,14,131.0,150.0,50.0,61.0,1200.0,92.0,14.1,1004.3,-8.6,0.0,SE,1.7,Dingling,2013-03-05 14:00:00,1,Spring,Very Unhealthy
112,2013,3,5,15,139.0,142.0,59.0,64.0,1399.0,92.0,13.5,1004.1,-8.4,0.0,SE,0.8,Dingling,2013-03-05 15:00:00,1,Spring,Very Unhealthy
113,2013,3,5,16,152.0,173.0,58.0,79.0,1399.0,92.0,13.3,1003.9,-8.0,0.0,ESE,1.1,Dingling,2013-03-05 16:00:00,1,Spring,Hazardous
114,2013,3,5,17,154.0,181.0,62.0,99.0,1600.0,82.0,12.4,1004.5,-8.2,0.0,ESE,1.0,Dingling,2013-03-05 17:00:00,1,Spring,Hazardous
115,2013,3,5,18,165.0,194.0,59.0,100.0,1600.0,82.0,8.9,1005.0,-7.8,0.0,NE,0.8,Dingling,2013-03-05 18:00:00,1,Spring,Hazardous
116,2013,3,5,19,179.0,200.0,50.0,96.0,1600.0,82.0,7.7,1005.4,-7.6,0.0,NNE,0.2,Dingling,2013-03-05 19:00:00,1,Spring,Hazardous
117,2013,3,5,20,172.0,180.0,43.0,94.0,1899.0,82.0,6.3,1005.9,-7.3,0.0,NNE,0.7,Dingling,2013-03-05 20:00:00,1,Spring,Hazardous
118,2013,3,5,21,179.0,191.0,38.0,80.0,1700.0,82.0,5.6,1006.0,-7.3,0.0,NNE,0.2,Dingling,2013-03-05 21:00:00,1,Spring,Hazardous
119,2013,3,5,22,173.0,168.0,39.0,73.0,1800.0,82.0,4.9,1005.8,-7.0,0.0,N,1.7,Dingling,2013-03-05 22:00:00,1,Spring,Hazardous
120,2013,3,5,23,170.0,162.0,42.0,72.0,1700.0,82.0,3.7,1005.7,-6.9,0.0,NE,0.4,Dingling,2013-03-05 23:00:00,1,Spring,Hazardous
121,2013,3,6,0,166.0,153.0,40.0,66.0,1800.0,82.0,3.9,1005.4,-6.7,0.0,N,2.0,Dingling,2013-03-06 00:00:00,2,Spring,Hazardous
122,2013,3,6,1,173.0,154.0,38.0,58.0,1500.0,82.0,3.9,1005.3,-6.4,0.0,NE,0.8,Dingling,2013-03-06 01:00:00,2,Spring,Hazardous
123,2013,3,6,2,161.0,140.0,41.0,61.0,1600.0,82.0,3.5,1004.8,-6.5,0.0,N,0.7,Dingling,2013-03-06 02:00:00,2,Spring,Hazardous
124,2013,3,6,3,161.0,143.0,47.0,68.0,1600.0,82.0,3.7,1004.7,-6.3,0.0,N,1.3,Dingling,2013-03-06 03:00:00,2,Spring,Hazardous
125,2013,3,6,4,163.0,150.0,49.0,69.0,1600.0,82.0,2.4,1004.7,-6.2,0.0,N,1.0,Dingling,2013-03-06 04:00:00,2,Spring,Hazardous
126,2013,3,6,5,166.0,155.0,52.0,62.0,1600.0,82.0,2.1,1004.9,-5.8,0.0,N,0.9,Dingling,2013-03-06 05:00:00,2,Spring,Hazardous
127,2013,3,6,6,172.0,164.0,51.0,55.0,1600.0,82.0,3.1,1005.1,-5.6,0.0,N,0.2,Dingling,2013-03-06 06:00:00,2,Spring,Hazardous
128,2013,3,6,7,176.0,173.0,66.0,61.0,1700.0,82.0,4.7,1006.2,-4.9,0.0,ESE,0.6,Dingling,2013-03-06 07:00:00,2,Spring,Hazardous
129,2013,3,6,8,183.0,178.0,66.0,61.0,1700.0,82.0,5.5,1006.2,-4.1,0.0,SW,0.5,Dingling,2013-03-06 08:00:00,2,Spring,Hazardous
130,2013,3,6,9,195.0,201.0,61.0,66.0,1899.0,82.0,7.2,1006.1,-5.5,0.0,W,0.5,Dingling,2013-03-06 09:00:00,2,Spring,Hazardous
131,2013,3,6,10,200.0,206.0,68.0,71.0,2000.0,82.0,8.8,1005.8,-5.5,0.0,NNW,0.7,Dingling,2013-03-06 10:00:00,2,Spring,Hazardous
132,2013,3,6,11,217.0,218.0,93.0,106.0,2500.0,82.0,10.6,1004.6,-5.0,0.0,N,0.9,Dingling,2013-03-06 11:00:00,2,Spring,Hazardous
133,2013,3,6,12,268.0,278.0,93.0,116.0,2500.0,82.0,12.4,1003.4,-4.7,0.0,NW,0.8,Dingling,2013-03-06 12:00:00,2,Spring,Hazardous
134,2013,3,6,13,258.0,274.0,89.0,100.0,2100.0,82.0,13.4,1002.5,-4.3,0.0,SE,1.2,Dingling,2013-03-06 13:00:00,2,Spring,Hazardous
135,2013,3,6,14,221.0,217.0,98.0,82.0,1800.0,82.0,13.6,1001.8,-4.1,0.0,S,2.3,Dingling,2013-03-06 14:00:00,2,Spring,Hazardous
136,2013,3,6,15,195.0,222.0,95.0,139.0,3000.0,75.0,13.6,1001.9,-3.7,0.0,ESE,2.2,Dingling,2013-03-06 15:00:00,2,Spring,Hazardous
137,2013,3,6,16,294.0,351.0,88.0,139.0,2700.0,69.0,13.3,1002.2,-3.9,0.0,ESE,1.6,Dingling,2013-03-06 16:00:00,2,Spring,Hazardous
138,2013,3,6,17,288.0,330.0,84.0,118.0,2399.0,69.0,12.0,1002.7,-3.8,0.0,SE,1.3,Dingling,2013-03-06 17:00:00,2,Spring,Hazardous
139,2013,3,6,18,267.0,288.0,90.0,116.0,2299.0,52.0,10.6,1003.7,-3.9,0.0,SSW,1.2,Dingling,2013-03-06 18:00:00,2,Spring,Hazardous
140,2013,3,6,19,269.0,274.0,87.0,139.0,2500.0,52.0,7.1,1004.5,-3.5,0.0,NNW,1.4,Dingling,2013-03-06 19:00:00,2,Spring,Hazardous
141,2013,3,6,20,280.0,284.0,78.0,141.0,3299.0,52.0,6.2,1004.9,-3.5,0.0,SE,0.7,Dingling,2013-03-06 20:00:00,2,Spring,Hazardous
142,2013,3,6,21,306.0,317.0,83.0,144.0,3100.0,52.0,5.5,1004.5,-3.6,0.0,ENE,0.6,Dingling,2013-03-06 21:00:00,2,Spring,Hazardous
143,2013,3,6,22,284.0,285.0,76.0,140.0,2700.0,52.0,4.7,1004.3,-3.6,0.0,E,0.7,Dingling,2013-03-06 22:00:00,2,Spring,Hazardous
144,2013,3,6,23,236.0,245.0,77.0,134.0,2500.0,52.0,4.5,1004.1,-3.3,0.0,S,0.9,Dingling,2013-03-06 23:00:00,2,Spring,Hazardous
145,2013,3,7,0,223.0,228.0,83.0,134.0,2299.0,52.0,5.3,1004.2,-3.3,0.0,ENE,0.7,Dingling,2013-03-07 00:00:00,3,Spring,Hazardous
146,2013,3,7,1,196.0,197.0,69.0,114.0,1899.0,52.0,6.2,1004.2,-3.2,0.0,E,1.4,Dingling,2013-03-07 01:00:00,3,Spring,Hazardous
147,2013,3,7,2,150.0,149.0,50.5,74.0,1300.0,52.0,3.0,1003.8,-3.8,0.0,SW,0.5,Dingling,2013-03-07 02:00:00,3,Spring,Very Unhealthy
148,2013,3,7,3,91.0,85.0,32.0,46.0,1100.0,52.0,1.4,1003.6,-4.3,0.0,SW,1.0,Dingling,2013-03-07 03:00:00,3,Spring,Unhealthy
149,2013,3,7,4,61.0,61.0,24.0,36.0,900.0,52.0,1.3,1003.5,-5.0,0.0,WNW,1.8,Dingling,2013-03-07 04:00:00,3,Spring,Moderate
150,2013,3,7,5,50.0,40.0,20.0,26.0,500.0,52.0,1.0,1003.7,-5.3,0.0,NNE,1.5,Dingling,2013-03-07 05:00:00,3,Spring,Moderate
151,2013,3,7,6,26.0,13.0,19.0,26.0,400.0,52.0,0.2,1003.6,-5.4,0.0,NNE,1.0,Dingling,2013-03-07 06:00:00,3,Spring,Good
152,2013,3,7,7,19.0,13.0,18.0,31.0,600.0,52.0,4.9,1003.6,-4.4,0.0,N,0.1,Dingling,2013-03-07 07:00:00,3,Spring,Good
153,2013,3,7,8,33.0,29.0,20.0,28.0,600.0,52.0,7.0,1003.4,-3.6,0.0,SSW,1.4,Dingling,2013-03-07 08:00:00,3,Spring,Good
154,2013,3,7,9,28.0,39.0,22.0,34.0,900.0,52.0,8.9,1003.2,-3.7,0.0,SSE,1.0,Dingling,2013-03-07 09:00:00,3,Spring,Good
